Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;;;;;;;;;;;;;;;;;
Variável - Área plantada (Hectares);;;;;;;;;;;;;;;;;;;;;;
Cód.;Município;Ano x Produto das lavouras temporárias;;;;;;;;;;;;;;;;;;;;
Cód.;Município;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Cód.;Município;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar
3543600;Rifaina (SP);-;7,69;10,92;24,97;15,79;27,23;60,00;78,82;71,33;95,17;94,45;96,97;65,05;86,30;85,80;97,27;94,37;83,82;91,35;95,00;97,66
3543709;Rincão (SP);91,74;80,25;81,08;81,76;83,07;84,74;84,08;85,78;94,64;100,00;99,49;99,85;99,31;99,16;99,16;99,16;98,25;98,25;98,25;98,25;98,25
3543808;Rinópolis (SP);3,39;14,15;28,30;27,95;27,21;34,56;46,42;50,88;56,26;57,20;66,38;59,27;54,66;62,87;69,34;73,44;-;77,27;51,05;71,72;71,43
3543907;Rio Claro (SP);85,20;87,43;80,53;82,64;82,11;83,85;87,64;84,52;89,96;85,18;84,77;84,69;87,94;87,71;87,88;82,78;86,56;87,64;86,59;88,88;88,80
3544004;Rio das Pedras (SP);96,32;95,81;96,94;97,01;96,18;96,73;96,46;96,45;96,31;97,39;97,35;95,88;95,67;95,67;97,09;97,19;97,25;97,25;97,25;96,33;94,92
3544103;Rio Grande da Serra (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;...;...;...;...
3544202;Riolândia (SP);6,84;7,56;14,59;11,83;11,94;12,53;29,49;56,48;74,30;74,94;79,06;78,41;72,83;77,50;76,68;73,16;69,26;82,68;81,71;83,13;82,89
3544251;Rosana (SP);-;3,39;10,86;-;-;2,10;1,02;16,32;20,53;-;51,80;37,73;56,39;56,48;66,54;41,25;53,23;58,21;50,51;38,84;21,30
3544301;Roseira (SP);...;8,83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3544400;Rubiácea (SP);79,17;79,23;69,16;66,39;72,90;74,57;72,23;76,29;85,49;94,03;93,76;93,69;93,63;79,54;89,16;93,72;86,55;87,32;90,16;90,18;94,32
3544509;Rubinéia (SP);-;-;-;-;-;-;-;-;0,00;91,19;73,17;95,16;97,16;81,71;94,86;95,43;95,43;95,43;95,43;91,93;94,71
3544608;Sabino (SP);15,94;13,33;16,65;18,53;27,49;44,51;72,20;80,45;53,25;91,66;84,70;74,22;-;87,25;88,49;89,60;78,11;75,43;77,74;75,26;74,87
3544707;Sagres (SP);51,83;53,78;48,89;55,77;63,52;64,16;81,31;89,69;92,20;93,27;97,61;97,55;89,45;95,95;91,87;94,51;88,04;98,79;98,74;97,80;91,51
3544806;Sales (SP);42,29;31,96;34,93;37,82;37,11;37,76;49,29;68,12;78,74;80,88;85,97;88,35;92,34;92,17;92,47;93,93;94,48;90,87;91,35;91,81;89,83
3544905;Sales Oliveira (SP);82,37;84,73;85,19;86,21;87,99;87,83;78,16;87,72;83,15;86,67;95,92;89,88;87,77;90,09;90,28;90,28;90,18;89,07;88,45;88,54;88,45
3545001;Salesópolis (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3545100;Salmourão (SP);52,22;55,10;69,72;68,26;66,14;71,71;77,24;80,16;82,92;85,98;88,27;97,92;96,89;91,44;84,67;85,14;80,33;73,80;72,06;72,81;75,30
3545159;Saltinho (SP);93,54;96,46;96,58;96,58;97,04;96,76;97,56;97,90;98,51;98,91;98,91;98,44;97,72;97,86;97,32;96,69;96,31;96,31;96,31;96,58;96,12
3545209;Salto (SP);71,19;62,62;62,70;66,61;66,39;68,07;68,33;69,39;67,28;75,19;81,30;78,84;81,97;82,64;78,80;78,50;79,21;76,34;73,17;71,60;70,38
3545308;Salto de Pirapora (SP);3,79;4,09;5,86;5,86;4,93;4,45;4,49;-;4,67;-;-;-;-;-;-;-;-;-;-;-;-
3545407;Salto Grande (SP);11,63;8,14;7,31;7,74;8,29;8,17;11,91;10,19;9,66;11,88;13,75;13,60;7,54;7,54;6,40;16,21;5,52;4,42;3,93;3,22;3,86
3545506;Sandovalina (SP);-;-;-;-;-;-;21,08;46,74;67,88;90,91;91,37;93,93;94,36;95,40;95,46;95,49;95,56;95,49;92,46;92,46;83,97
3545605;Santa Adélia (SP);97,92;97,13;97,13;95,89;88,45;96,47;95,52;97,15;97,14;99,17;98,67;98,99;99,01;98,33;98,32;86,62;88,79;98,26;97,49;97,26;95,76
3545704;Santa Albertina (SP);-;-;-;-;-;-;-;26,29;61,00;81,83;87,12;81,36;90,24;96,19;97,89;98,08;99,20;98,02;99,21;99,69;98,95
3545803;Santa Bárbara d'Oeste (SP);92,17;93,83;91,10;94,75;94,20;95,05;95,24;98,08;95,66;99,15;99,13;99,56;95,16;99,45;92,03;92,94;92,94;92,94;92,94;91,83;91,41
3546009;Santa Branca (SP);-;-;-;-;-;-;-;-;-;9,84;4,85;3,29;-;-;-;-;-;20,00;27,27;37,50;14,29
3546108;Santa Clara d'Oeste (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;18,76;21,23;27,17;38,49;56,40;27,09;-;-
3546207;Santa Cruz da Conceição (SP);49,85;51,99;86,42;50,63;50,67;51,94;55,09;68,36;72,30;80,29;71,01;84,50;82,28;82,85;77,46;77,78;80,89;82,33;82,33;76,79;75,88
3546256;Santa Cruz da Esperança (SP);88,01;88,30;86,39;84,93;85,24;85,16;88,68;91,80;89,78;98,26;98,27;98,27;96,10;98,66;98,51;94,26;94,26;94,26;94,25;94,17;94,17
3546306;Santa Cruz das Palmeiras (SP);86,14;86,34;85,85;84,62;84,62;77,19;81,51;89,30;89,59;90,28;92,34;87,90;86,30;91,40;93,86;95,32;88,56;84,90;77,24;83,49;82,41
3546405;Santa Cruz do Rio Pardo (SP);39,76;39,87;40,07;39,34;39,81;40,75;45,08;40,86;67,63;52,04;53,16;53,57;52,87;52,82;52,84;40,97;41,47;37,80;35,46;36,80;34,31
3546504;Santa Ernestina (SP);90,44;91,79;93,22;93,95;93,51;92,82;92,10;87,11;92,97;94,72;94,09;95,89;94,92;93,79;93,54;93,55;93,55;92,15;91,56;91,56;91,56
3546603;Santa Fé do Sul (SP);-;-;-;-;-;-;-;-;-;27,10;27,10;33,33;36,52;36,95;55,78;43,44;44,82;46,05;46,20;46,46;46,99
3546702;Santa Gertrudes (SP);96,61;89,85;89,27;90,92;94,25;92,05;94,84;95,21;95,69;95,78;95,52;95,60;95,67;96,11;96,32;94,06;93,31;91,92;91,17;96,71;95,43
3546801;Santa Isabel (SP);-;100,00;...;...;...;...;...;...;...;-;-;-;-;-;-;-;-;-;-;-;-
3546900;Santa Lúcia (SP);93,22;96,15;96,40;93,84;93,58;94,36;93,58;86,90;95,35;100,00;94,34;94,13;94,65;93,85;93,27;91,69;91,69;91,69;91,38;91,38;91,07
3547007;Santa Maria da Serra (SP);88,24;87,83;87,83;87,83;79,82;85,39;84,64;89,14;86,45;86,37;81,33;79,74;74,32;73,15;73,15;70,50;70,50;70,50;70,50;81,65;81,67
3547106;Santa Mercedes (SP);-;-;-;-;-;-;-;74,26;90,91;90,48;91,58;95,62;91,58;91,95;97,90;98,35;98,93;94,54;98,87;91,50;92,60
3547205;Santana da Ponte Pensa (SP);-;-;-;-;-;-;-;-;19,23;68,75;80,62;81,89;75,62;41,26;42,94;48,87;50,70;72,73;78,13;73,24;75,32
3547304;Santana de Parnaíba (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3547403;Santa Rita d'Oeste (SP);-;-;-;-;-;-;-;-;0,00;65,57;79,47;88,30;94,69;97,09;97,70;96,94;96,41;96,68;97,71;98,14;97,71
3547502;Santa Rita do Passa Quatro (SP);88,92;79,22;87,95;86,73;81,06;86,91;90,91;95,24;96,60;92,05;97,64;97,14;97,92;94,29;93,22;83,33;88,24;91,26;93,79;94,70;94,22
3547601;Santa Rosa de Viterbo (SP);83,73;83,63;83,43;88,20;91,84;93,33;92,23;93,20;94,34;97,52;96,71;96,71;96,55;96,55;96,76;88,43;87,74;88,53;89,36;87,48;87,48
3547650;Santa Salete (SP);-;-;-;-;-;-;-;42,37;55,00;90,28;75,00;72,73;-;86,49;61,30;75,44;90,91;61,82;70,83;81,60;78,46
3547700;Santo Anastácio (SP);21,88;25,07;25,71;28,40;22,60;18,10;36,17;54,05;56,34;83,98;59,59;56,64;62,02;58,45;35,27;38,64;38,71;37,80;33,95;27,29;20,73
3547809;Santo André (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3547908;Santo Antônio da Alegria (SP);41,61;36,53;29,09;37,57;35,26;36,83;34,95;42,81;39,97;68,01;80,00;79,39;-;81,89;68,43;76,89;77,39;77,50;78,43;76,53;80,34
3548005;Santo Antônio de Posse (SP);38,22;33,71;52,09;46,20;51,61;47,55;47,21;48,76;60,91;66,63;70,87;65,70;67,43;68,52;74,11;68,52;70,12;71,48;80,35;76,50;79,23
3548054;Santo Antônio do Aracanguá (SP);80,60;73,24;73,78;70,91;68,27;74,57;78,08;84,78;85,48;89,43;85,98;91,16;90,05;95,01;96,66;87,72;81,76;87,45;85,33;70,90;78,51
3548104;Santo Antônio do Jardim (SP);20,32;16,49;17,55;-;-;-;-;-;-;-;87,50;86,13;11,11;11,66;-;-;-;-;-;-;-
3548203;Santo Antônio do Pinhal (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3548302;Santo Expedito (SP);36,04;32,79;32,79;38,60;50,00;60,07;84,93;81,75;85,91;91,09;91,46;87,21;70,06;77,40;66,67;76,22;84,66;88,04;88,04;88,24;82,48
3548401;Santópolis do Aguapeí (SP);65,96;78,76;82,94;84,32;74,94;80,84;94,32;94,81;88,47;96,27;89,13;76,58;90,04;92,89;88,95;86,38;84,09;78,31;88,87;94,07;96,01
3548500;Santos (SP);...;...;...;...;...;...;...;...;...;..;...;...;...;...;...;...;...;...;...;...;...
3548609;São Bento do Sapucaí (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3548708;São Bernardo do Campo (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3548906;São Carlos (SP);82,31;81,25;82,62;83,68;83,68;85,35;85,03;87,23;86,97;94,03;98,14;97,95;91,55;91,25;91,27;86,32;91,96;91,32;91,32;91,32;90,20
3549003;São Francisco (SP);-;-;-;-;-;-;-;25,00;-;-;52,00;93,22;91,67;92,19;92,22;90,22;91,21;86,96;89,82;86,21;89,35
3549102;São João da Boa Vista (SP);29,89;48,27;35,63;41,92;44,05;44,83;42,06;48,72;50,85;54,41;59,22;62,91;64,80;60,75;65,19;66,12;64,68;62,43;62,87;65,73;67,02
3549201;São João das Duas Pontes (SP);-;-;-;-;25,64;26,91;35,66;40,42;66,14;92,23;94,11;71,43;81,76;96,21;98,80;100,00;97,90;98,64;99,63;99,76;99,76
3549250;São João de Iracema (SP);90,50;91,25;92,44;89,43;77,94;70,59;92,24;95,42;87,87;74,99;81,83;95,87;97,74;100,00;95,22;97,81;91,30;92,22;92,22;90,85;92,21
3549300;São João do Pau d'Alho (SP);-;-;-;-;-;-;-;...;0,00;-;99,67;96,15;97,20;98,15;99,69;98,39;97,49;99,59;99,70;99,78;99,82
3549409;São Joaquim da Barra (SP);70,42;73,35;81,73;80,08;76,06;80,16;83,38;83,67;83,22;92,11;87,50;89,94;83,98;88,50;85,28;82,48;80,33;80,25;87,25;87,52;87,32
3549508;São José da Bela Vista (SP);37,73;49,48;57,92;59,12;63,30;63,58;86,45;96,67;83,99;97,85;90,61;96,98;95,52;88,49;87,88;89,16;88,29;89,66;89,08;90,19;89,97
3549607;São José do Barreiro (SP);16,39;19,46;19,31;17,18;16,45;18,77;19,08;19,23;21,05;17,48;17,73;27,50;29,33;29,33;30,99;30,99;30,99;30,99;30,99;25,64;43,14
3549706;São José do Rio Pardo (SP);10,04;9,78;9,04;9,19;10,86;10,14;15,88;31,56;19,05;19,05;51,91;44,56;32,31;39,97;39,97;53,21;53,21;49,38;52,03;58,09;55,67
3549805;São José do Rio Preto (SP);8,92;10,93;16,04;13,95;49,61;75,08;57,84;89,89;90,46;96,21;95,95;95,05;93,38;91,34;92,17;93,19;94,97;95,50;90,38;90,17;93,26
3549904;São José dos Campos (SP);-;-;23,81;13,89;14,39;14,53;13,89;12,66;14,39;17,48;17,48;-;-;-;-;-;18,18;-;-;-;...
3549953;São Lourenço da Serra (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3550001;São Luiz do Paraitinga (SP);-;6,98;-;-;-;5,32;15,77;1,39;5,66;5,66;9,85;4,22;-;50,00;100,00;-;4,98;4,30;2,65;3,25;3,82
3550100;São Manuel (SP);92,96;91,90;93,38;93,17;93,21;94,01;96,12;98,22;98,23;97,39;99,75;99,74;99,56;99,10;99,51;99,41;99,32;99,21;99,58;99,53;99,53
3550209;São Miguel Arcanjo (SP);-;-;-;-;-;-;-;-;-;-;0,89;1,40;2,39;-;-;-;-;-;-;-;-
3550308;São Paulo (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;100,00;33,33;26,32;30,30;27,78;27,78;27,78;27,78
3550407;São Pedro (SP);94,29;93,35;96,50;96,50;98,10;97,90;98,45;99,27;98,91;99,16;99,18;99,19;98,02;98,02;98,08;98,06;98,69;98,32;97,68;96,15;96,71
3550506;São Pedro do Turvo (SP);49,92;46,44;52,08;40,87;41,98;41,03;39,36;44,21;49,50;35,72;39,88;40,25;32,74;32,38;32,11;28,04;29,13;28,07;27,55;28,21;28,35
3550605;São Roque (SP);-;11,32;18,26;18,26;20,41;14,97;14,97;4,17;15,88;-;-;2,58;2,53;2,15;2,05;-;-;2,05;2,05;1,89;1,89
3550704;São Sebastião (SP);33,33;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;-;-;-;-;-
3550803;São Sebastião da Grama (SP);-;-;-;-;-;-;-;25,90;26,20;26,20;62,18;34,37;42,44;39,82;33,32;34,95;34,95;34,95;47,30;64,52;64,52
3550902;São Simão (SP);85,03;86,05;86,77;87,40;88,28;90,99;90,87;90,51;94,89;100,00;100,00;100,00;99,92;100,00;100,00;99,56;99,56;99,69;99,71;99,71;99,71
3551009;São Vicente (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3551108;Sarapuí (SP);-;-;-;-;-;-;-;-;-;-;28,72;20,87;11,30;18,66;19,05;1,21;1,17;1,24;-;-;-
3551207;Sarutaiá (SP);-;-;6,72;6,52;6,59;6,48;6,20;6,96;6,46;6,83;6,53;6,55;6,65;18,13;17,68;15,91;15,22;17,07;16,28;20,59;22,47
3551306;Sebastianópolis do Sul (SP);70,20;65,12;65,12;75,07;74,63;78,10;75,44;85,07;86,96;98,36;98,36;98,46;95,80;93,53;92,26;94,04;94,87;93,51;93,81;93,98;94,27
3551405;Serra Azul (SP);88,57;91,10;91,25;91,33;92,71;93,17;92,83;93,01;92,83;92,99;100,00;98,28;98,28;98,28;98,44;98,41;98,39;94,38;94,38;94,41;93,99
3551504;Serrana (SP);76,65;78,31;80,65;80,75;80,45;82,18;82,49;89,41;83,91;94,73;94,73;94,73;89,99;89,99;93,16;92,30;92,30;92,30;92,30;92,30;92,30
3551603;Serra Negra (SP);43,17;46,15;54,05;56,07;53,57;56,74;44,34;42,55;40,28;40,28;40,28;45,45;40,65;38,46;38,27;33,33;20,55;17,63;17,44;17,44;4,13
3551702;Sertãozinho (SP);88,75;89,15;88,78;88,52;89,34;88,26;88,63;89,26;89,91;97,55;97,55;97,55;96,96;97,55;91,63;90,91;93,17;92,22;92,51;91,88;91,85
3551801;Sete Barras (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8,64;-;-;0,52;0,55;0,55
3551900;Severínia (SP);86,96;85,71;85,71;88,00;82,13;89,34;95,94;97,35;98,17;98,00;98,26;98,52;97,84;97,72;98,22;97,11;95,55;91,45;90,91;91,03;92,96
3552007;Silveiras (SP);-;-;4,59;2,66;2,66;2,36;3,50;-;2,54;2,17;5,38;6,29;6,29;6,29;6,29;6,29;6,29;16,95;12,66;16,95;16,95
3552106;Socorro (SP);3,42;4,06;4,12;2,73;2,66;4,14;4,34;4,50;6,58;6,58;9,20;10,88;2,08;2,08;10,32;14,32;9,35;9,10;9,10;8,58;8,70
3552205;Sorocaba (SP);5,88;12,35;19,08;17,97;12,83;13,92;16,23;-;15,46;6,70;47,15;39,87;37,43;55,35;28,47;36,65;33,52;22,70;22,70;17,03;17,03
3552304;Sud Mennucci (SP);87,14;99,29;80,99;82,44;88,88;82,61;89,28;85,23;91,57;94,91;95,52;97,33;96,79;92,76;95,67;96,57;94,98;94,57;93,96;81,60;65,24
3552403;Sumaré (SP);87,93;90,81;90,29;86,99;87,99;87,99;90,65;87,43;90,98;99,78;...;85,31;85,31;74,51;92,11;82,86;82,86;82,86;58,82;47,46;45,45
3552502;Suzano (SP);1,46;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-
3552551;Suzanápolis (SP);41,58;39,77;49,84;9,14;36,48;54,98;47,42;-;64,84;81,81;84,25;87,19;79,96;79,34;82,10;81,35;86,11;76,21;83,51;86,66;88,04
3552601;Tabapuã (SP);76,54;79,54;84,21;85,74;88,14;88,89;94,25;95,20;97,74;98,09;98,67;98,78;98,82;98,41;99,09;95,69;97,21;96,60;97,25;97,31;97,30
3552700;Tabatinga (SP);67,88;78,91;79,94;79,47;78,90;81,64;77,55;83,75;87,42;76,18;87,13;88,03;83,66;81,28;76,37;76,51;72,43;73,97;76,21;80,67;92,20
3552809;Taboão da Serra (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3552908;Taciba (SP);80,61;80,22;68,57;42,61;26,96;31,82;32,45;-;42,84;58,74;72,01;82,45;49,49;51,00;45,89;64,28;45,36;45,37;54,46;54,46;50,42
3553005;Taguaí (SP);-;-;1,43;1,28;1,50;1,25;1,21;2,57;1,22;1,51;4,59;4,47;4,35;6,24;2,92;-;-;-;-;-;-
3553104;Taiaçu (SP);76,58;73,21;77,56;83,12;82,19;86,50;86,29;89,21;95,47;96,20;95,78;88,79;92,71;90,47;92,52;92,24;86,97;86,97;90,21;90,27;88,62
3553203;Taiúva (SP);83,20;77,60;75,06;74,77;77,56;78,52;84,95;86,34;86,54;85,30;87,16;87,11;84,43;81,83;82,97;84,01;82,02;81,83;81,91;87,79;87,79
3553302;Tambaú (SP);79,15;69,55;67,52;79,57;71,02;82,42;87,41;92,65;92,39;92,64;86,17;85,09;92,68;90,88;93,16;92,04;93,06;89,92;89,21;88,75;88,75
3553401;Tanabi (SP);6,80;7,74;3,99;14,24;28,98;33,81;46,66;68,84;87,79;95,88;95,88;93,35;95,12;93,09;94,63;94,24;94,24;94,27;94,41;87,75;87,75
3553500;Tapiraí (SP);-;-;5,57;5,51;7,95;5,76;5,76;7,05;7,99;...;-;...;...;...;...;...;-;-;-;-;-
3553609;Tapiratiba (SP);82,40;49,89;65,57;75,43;70,14;71,82;74,41;83,13;75,46;75,46;87,44;87,26;87,30;88,75;87,20;86,30;86,30;89,91;89,91;77,79;77,79
3553658;Taquaral (SP);82,61;82,95;82,19;75,95;74,38;80,77;82,07;82,35;72,62;97,94;97,66;92,85;97,04;97,04;93,99;93,50;93,15;90,98;88,41;89,11;96,67
3553708;Taquaritinga (SP);85,17;86,36;88,72;88,03;88,95;87,62;88,27;89,26;91,87;91,62;92,49;92,92;91,72;88,74;90,91;91,22;91,22;91,59;87,67;87,43;86,85
3553807;Taquarituba (SP);7,30;7,53;8,07;7,23;7,00;6,22;4,68;14,90;5,14;11,56;14,53;17,71;13,83;13,83;13,83;9,92;5,79;2,98;2,46;2,40;0,73
3553856;Taquarivaí (SP);-;-;-;-;-;-;7,82;0,33;8,95;0,29;-;0,10;-;-;-;-;-;-;-;-;-
3553906;Tarabai (SP);-;-;-;-;-;-;63,41;60,45;60,77;73,73;86,21;94,73;91,17;96,10;91,43;91,43;91,43;91,43;87,19;87,19;93,32
3553955;Tarumã (SP);37,27;39,28;43,62;59,97;58,33;60,01;65,19;74,14;70,23;73,52;76,27;74,59;75,78;75,78;75,17;75,35;65,24;74,28;72,46;71,35;71,02
3554003;Tatuí (SP);59,24;52,66;28,89;33,21;50,33;47,27;52,13;52,88;58,47;56,81;46,05;46,05;-;67,28;82,44;56,41;86,40;62,47;61,34;28,48;52,84
3554102;Taubaté (SP);-;-;-;-;-;-;-;-;-;...;-;15,08;-;-;-;-;-;-;2,26;-;-
3554201;Tejupá (SP);-;-;4,77;3,57;4,35;3,31;2,98;3,24;3,01;3,86;3,20;3,03;2,60;1,00;10,76;8,57;11,65;7,89;9,87;7,45;-
3554300;Teodoro Sampaio (SP);83,16;87,09;74,67;65,68;61,79;59,64;82,91;93,08;94,00;97,63;97,56;96,81;95,94;94,64;96,03;93,73;95,01;94,57;94,46;86,16;79,25
3554409;Terra Roxa (SP);81,16;87,03;89,48;90,08;90,09;89,86;93,95;94,50;90,75;90,75;91,02;94,25;94,05;94,04;94,04;94,29;91,02;89,83;89,41;89,07;89,29
3554508;Tietê (SP);84,12;83,40;81,15;81,76;82,21;91,74;85,47;81,41;89,14;93,11;90,16;88,73;93,15;86,06;87,46;78,10;78,10;78,10;82,41;84,80;84,97
3554607;Timburi (SP);-;-;29,07;23,32;21,60;20,71;10,18;23,88;20,76;21,46;9,52;9,31;9,55;19,67;18,75;23,08;25,71;24,26;24,26;1,53;2,01
3554656;Torre de Pedra (SP);-;-;-;-;-;-;-;-;-;-;60,98;60,98;...;...;...;-;70,00;77,78;77,78;77,78;77,78
3554706;Torrinha (SP);90,85;86,70;89,62;90,65;90,65;92,54;93,53;94,85;94,62;94,62;94,32;96,60;96,30;95,42;94,58;94,00;85,90;82,31;81,15;79,19;77,96
3554755;Trabiju (SP);90,18;80,29;77,76;73,66;40,24;65,42;65,42;69,25;86,02;100,00;98,33;99,10;98,59;98,59;95,74;93,20;92,10;92,84;96,77;96,67;95,43
3554805;Tremembé (SP);-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-
3554904;Três Fronteiras (SP);-;-;-;-;-;-;-;-;0,00;52,63;54,98;57,97;63,38;62,72;63,95;53,68;63,95;60,27;83,33;79,77;81,54
3554953;Tuiuti (SP);-;-;-;-;-;-;-;-;-;-;-;0,30;-;-;-;-;-;-;-;-;-
3555000;Tupã (SP);-;-;-;-;0,56;9,26;0,68;3,99;44,62;50,60;18,06;60,35;60,40;66,36;56,19;66,12;52,27;49,98;50,05;31,48;43,28
3555109;Tupi Paulista (SP);-;-;-;-;0,00;29,79;54,26;38,08;82,23;82,41;91,16;97,33;97,85;98,44;94,27;96,37;96,53;95,54;98,69;97,98;96,43
3555208;Turiúba (SP);-;-;-;-;0,71;0,97;50,45;90,67;88,47;96,63;95,95;95,55;96,39;93,79;92,26;85,95;91,95;88,91;88,94;77,72;89,98
3555307;Turmalina (SP);14,56;12,35;12,13;16,10;15,29;16,02;16,22;32,00;60,26;64,29;63,28;67,07;83,33;84,75;92,78;88,18;86,84;85,66;85,79;89,96;92,50
3555356;Ubarana (SP);74,02;40,54;38,47;52,33;45,50;50,37;72,33;80,53;80,67;83,50;81,68;78,83;84,25;80,87;89,12;91,15;93,37;92,18;89,12;88,41;90,83
3555406;Ubatuba (SP);-;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...;-;-;-;-;-
3555505;Ubirajara (SP);-;-;-;-;-;-;-;0,74;19,22;27,25;29,67;28,86;27,93;26,94;24,18;13,37;6,07;8,00;-;-;-
3555604;Uchoa (SP);88,62;87,03;85,59;81,78;86,43;92,43;94,78;95,78;94,37;96,41;96,40;96,07;96,22;95,77;92,84;97,08;98,21;98,31;97,83;97,83;97,51
3555703;União Paulista (SP);9,20;17,30;54,37;60,34;72,05;71,81;78,77;89,88;89,33;94,19;94,19;94,87;96,81;95,16;94,83;93,40;91,52;89,77;86,25;87,14;83,06
3555802;Urânia (SP);-;7,87;-;-;-;-;-;27,21;26,55;67,33;70,84;68,03;78,86;88,28;85,89;91,43;88,47;91,67;92,03;93,41;96,24
3555901;Uru (SP);-;-;-;-;-;-;32,72;39,49;43,63;93,15;85,87;82,21;-;81,12;83,30;88,87;89,48;78,88;81,20;87,48;94,49
3556008;Urupês (SP);61,29;63,96;74,50;76,86;73,99;76,17;85,71;89,27;94,58;84,58;95,36;94,44;96,62;95,69;95,72;95,28;94,59;95,01;95,49;95,93;95,94
3556107;Valentim Gentil (SP);7,62;-;4,09;6,27;9,74;-;19,84;-;32,40;79,94;85,70;83,69;-;83,05;81,08;82,19;82,19;89,87;87,34;99,13;99,24
3556206;Valinhos (SP);-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-
3556305;Valparaíso (SP);83,25;93,49;79,49;87,13;83,65;92,80;95,29;97,01;95,39;96,26;94,75;94,31;98,07;99,22;99,59;97,98;99,29;99,56;98,41;98,58;98,58
3556354;Vargem (SP);-;-;2,52;6,00;4,32;5,00;6,95;6,09;6,95;6,95;15,43;6,52;6,25;-;-;-;-;-;-;-;-
3556404;Vargem Grande do Sul (SP);23,94;44,64;32,46;30,42;33,79;32,23;36,61;36,94;34,46;45,74;54,69;51,93;45,63;55,35;47,54;51,82;45,25;61,15;52,23;57,88;59,15
3556453;Vargem Grande Paulista (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3556503;Várzea Paulista (SP);-;-;9,09;9,09;9,09;9,09;9,09;9,09;9,52;-;22,22;...;-;...;...;...;...;...;...;...;...
3556602;Vera Cruz (SP);-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-
3556701;Vinhedo (SP);-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-
3556800;Viradouro (SP);68,64;84,19;89,35;88,03;89,64;89,65;91,19;90,91;92,22;92,22;93,88;93,66;94,83;94,64;94,64;94,24;90,79;89,60;89,14;87,22;89,93
3556909;Vista Alegre do Alto (SP);86,69;84,42;87,50;87,80;87,86;87,48;85,98;85,98;87,68;91,56;91,84;92,31;93,02;89,05;92,11;92,25;92,73;90,25;89,72;90,86;90,86
3556958;Vitória Brasil (SP);-;-;14,66;28,26;34,82;48,17;31,06;37,97;44,64;95,45;59,68;37,18;54,81;51,48;53,51;59,95;59,74;70,82;76,39;37,35;68,23
3557006;Votorantim (SP);-;16,39;12,76;12,76;13,90;16,17;19,68;1,31;17,57;-;-;-;-;-;-;-;-;-;-;-;-
3557105;Votuporanga (SP);-;-;-;-;27,32;41,37;61,82;84,34;62,27;90,21;85,13;16,21;86,11;83,72;89,16;91,64;92,26;88,20;90,70;92,06;95,73
3557154;Zacarias (SP);-;-;-;-;2,84;25,53;33,71;57,71;73,50;80,61;85,45;89,31;91,22;88,97;88,11;91,47;84,62;86,39;88,42;83,65;82,76
3557204;Chavantes (SP);89,50;88,65;86,01;86,68;87,01;87,46;89,33;81,65;85,85;79,37;82,19;82,36;97,38;97,38;97,38;95,66;86,96;84,81;62,58;67,33;67,46
